rowId	inputBase64	tokenIds	features	allowed	predicted	probabilities
coordination-response/train-survivor-trusted	eyJhY3RvciI6eyJib2R5T3duZXIiOiJTQU8iLCJleGVjdXRvciI6IlNBTy5Db250cm9sbGVyIn0sImRlY2lzaW9uVGltZSI6eyJjYXBhYmlsaXRpZXMiOnsiYXZhaWxhYmlsaXR5IjoiYXZhaWxhYmxlIiwib3duZXIiOiJTQU8uQ29udHJvbGxlciIsInZhbHVlcyI6eyJhY3F1aXJlIjp0cnVlLCJjYXJyeSI6dHJ1ZSwiZGVsaXZlciI6dHJ1ZSwiZXhlY3V0ZSI6dHJ1ZX19LCJjb21wZXRpbmdQcmlvcml0aWVzIjp7ImNvbXBldGluZ1ByZXNzdXJlIjp7ImF2YWlsYWJsZSI6dHJ1ZSwib3duZXIiOiJTQU8uTmVlZHMiLCJ2YWx1ZSI6MC4xMn0sImNvbnN0cmFpbnRzIjp7ImNvbnRlc3QiOmZhbHNlLCJjdXJyZW50QWN0aXZpdHkiOiJpZGxlIiwiZGVhZCI6ZmFsc2UsImV4ZWN1dGlvbk93bmVyQXZhaWxhYmxlIjp0cnVlLCJpbmNhcGFibGUiOmZhbHNlLCJvd25OZWVkQXZhaWxhYmxlIjp0cnVlLCJyZXByZXNlbnRlZCI6dHJ1ZX0sImludGVyZXN0cyI6eyJkZXNpZ25hdGlvbiI6Im1lY2hhbmljIiwib3duR3JvdXAiOiJzY2VuZS1ncm91cCJ9LCJvd25lcnMiOnsiY29uc3RyYWludHMiOiJTQU8uQ29udHJvbGxlciIsImludGVyZXN0cyI6IlNBTy5JZGVudGl0eStTQU8uU3RhbmRpbmciLCJvd25OZWVkIjoiU0FPLk5lZWRzIiwicmVsYXRpb25zaGlwIjoiU0FPLlN0YW5kaW5nIn0sInJlbGF0aW9uc2hpcCI6MC42Mn0sImN1cnJlbnRXb3JrIjp7ImFjdGl2aXR5IjoiaWRsZSIsIm93bmVyIjoiU0FPLkNvbnRyb2xsZXIifSwiZmVhc2libGVPcHRpb25zIjpbImFjY2VwdCIsInF1YWxpZnkiLCJjb3VudGVyLXByb3Bvc2UiLCJkZWNsaW5lIiwiZGVmZXIiLCJjb250ZXN0Il0sInByb3Bvc2FsIjp7ImRlc3RpbmF0aW9uIjp7Im1heFgiOjEyLCJtYXhZIjoxMiwibWluWCI6OCwibWluWSI6OCwieiI6MH0sInB1cnBvc2UiOiJjYXJyeS1mb29kLXRvLXJlcXVlc3RlciIsInJlcXVpcmVkQ2FwYWJpbGl0aWVzIjp7ImFjcXVpcmUiOnRydWUsImNhcnJ5Ijp0cnVlLCJkZWxpdmVyIjp0cnVlfSwic2NvcGUiOnsiY2F0ZWdvcnkiOiJmb29kIiwicXVhbnRpdHkiOjF9fSwicmVjZXB0aW9uIjp7ImNoYW5uZWwiOiJzcG9rZW4iLCJldmlkZW5jZSI6eyJkaXN0YW5jZSI6MSwia2luZCI6ImhlYWRsZXNzLW5hdGl2ZS1kaXN0YW5jZSJ9fX0sInByb2Nlc3MiOnsia2luZCI6ImZvb2QtZGVsaXZlcnkifSwicm91dGUiOiJjb29yZGluYXRpb24tcmVzcG9uc2UiLCJzY2hlbWEiOiJzcGVha2Vhc3ktY29vcmRpbmF0aW9uLXJlc3BvbnNlLWlucHV0Iiwic2NoZW1hVmVyc2lvbiI6MX0=	256,262,263,277,97,293,111,114,291,98,111,100,121,79,119,110,274,269,83,65,79,272,101,120,101,99,117,116,111,114,269,83,65,79,46,67,270,116,114,111,108,108,274,287,268,100,101,99,105,115,105,270,84,105,109,101,291,99,97,112,310,105,311,276,101,115,291,97,118,295,108,310,105,311,116,121,269,97,118,295,108,310,108,101,272,111,119,110,274,269,83,65,79,46,67,270,116,114,111,108,108,274,272,118,97,108,117,101,115,291,97,99,113,117,105,278,267,116,114,117,101,268,99,97,114,114,121,267,116,114,117,101,268,100,101,311,308,267,116,114,117,101,268,101,120,101,99,117,299,267,116,114,117,101,125,125,268,99,111,109,112,101,276,110,103,80,114,105,111,114,105,276,101,115,291,99,111,109,112,101,276,110,103,80,278,115,115,117,278,291,97,118,295,108,310,108,101,267,116,114,117,101,268,111,119,110,274,269,83,65,79,46,78,101,319,115,272,118,97,108,117,101,306,46,49,50,125,268,298,115,116,114,295,110,116,115,291,298,299,115,116,267,280,108,115,101,268,99,117,114,278,110,116,65,99,276,118,105,116,121,269,105,100,108,101,272,100,101,97,100,267,280,108,115,101,268,101,120,101,99,117,279,79,119,110,274,65,118,295,108,310,108,101,267,116,114,117,101,268,105,110,99,97,112,310,108,101,267,280,108,115,101,268,111,119,110,78,101,319,65,118,295,108,310,108,101,267,116,114,117,101,268,278,112,278,115,101,110,299,100,267,116,114,117,101,125,268,105,110,116,274,101,115,116,115,291,100,101,115,105,103,110,97,279,269,109,101,99,305,110,296,272,111,119,110,71,114,290,112,269,115,302,110,101,45,103,114,290,112,287,268,111,119,110,274,115,291,298,115,116,114,295,110,116,115,269,83,65,79,46,67,270,116,114,111,108,108,274,272,105,110,116,274,101,115,116,115,269,83,65,79,46,73,100,101,110,276,116,121,43,83,65,79,46,83,116,97,110,100,105,110,103,272,111,119,110,78,101,319,269,83,65,79,46,78,101,319,115,272,278,108,97,279,115,104,105,112,269,83,65,79,46,83,116,97,110,100,105,110,103,287,268,278,108,97,279,115,104,105,112,306,46,54,50,125,268,99,117,114,278,110,116,87,111,114,107,291,97,99,276,118,105,116,121,269,105,100,108,101,272,111,119,110,274,269,83,65,79,46,67,270,116,114,111,108,108,274,287,268,102,101,97,115,105,98,108,101,79,112,279,115,267,91,34,97,99,302,112,116,272,113,117,97,311,102,121,272,99,290,110,116,274,45,112,114,111,112,111,115,101,272,100,101,99,311,110,101,272,100,101,102,274,272,298,299,115,116,34,93,268,112,114,111,112,111,275,108,291,100,101,115,276,110,97,279,291,109,97,120,88,267,49,50,268,109,97,120,89,267,49,50,268,109,105,110,88,267,56,268,109,105,110,89,267,56,268,122,306,125,268,112,117,114,112,111,115,101,269,99,97,114,114,121,45,102,111,111,100,45,116,111,45,278,113,117,101,115,116,274,272,278,113,117,105,278,100,67,97,112,310,105,311,276,101,115,291,97,99,113,117,105,278,267,116,114,117,101,268,99,97,114,114,121,267,116,114,117,101,268,100,101,311,308,267,116,114,117,101,125,268,115,99,111,112,101,291,99,97,299,103,111,114,121,269,102,111,111,100,272,113,117,97,110,276,116,121,267,49,125,125,268,278,302,112,279,291,99,305,110,110,101,108,269,115,112,111,107,101,110,272,101,118,105,100,101,110,302,291,100,105,115,116,97,110,302,267,49,268,107,105,110,100,269,104,101,97,100,108,101,115,115,45,110,97,276,118,101,45,100,105,115,116,97,110,302,287,125,125,268,112,114,111,302,115,115,291,107,105,110,100,269,102,111,111,100,45,100,101,311,308,121,287,268,114,290,299,269,99,111,111,114,100,105,110,97,279,45,278,115,112,270,115,101,312,99,104,101,109,97,269,115,112,101,97,107,101,97,115,121,45,99,111,111,114,100,105,110,97,279,45,278,115,112,270,115,101,45,105,110,112,117,116,312,99,104,101,109,97,86,274,115,105,270,267,49,125,257	0.620000005,0.620000005,0.119999997,1,1,0,1,1,1,1,0,0,1,1,1,1	accept,qualify,counter-propose,defer,contest	accept	accept=0.905432343,qualify=0.0417956337,counter-propose=0.0464633629,defer=0.00214464753,contest=0.00416390831
coordination-response/train-afflicted-pressured	eyJhY3RvciI6eyJib2R5T3duZXIiOiJaQU8iLCJleGVjdXRvciI6IlpBTy5Ecml2ZXIifSwiZGVjaXNpb25UaW1lIjp7ImNhcGFiaWxpdGllcyI6eyJhdmFpbGFiaWxpdHkiOiJhdmFpbGFibGUiLCJvd25lciI6IlpBTy5Ecml2ZXIiLCJ2YWx1ZXMiOnsiYWNxdWlyZSI6dHJ1ZSwiY2FycnkiOnRydWUsImRlbGl2ZXIiOnRydWUsImV4ZWN1dGUiOnRydWV9fSwiY29tcGV0aW5nUHJpb3JpdGllcyI6eyJjb21wZXRpbmdQcmVzc3VyZSI6eyJhdmFpbGFibGUiOnRydWUsIm93bmVyIjoiU0FPLk5lZWRzIHZpYSBaQU8uTWluZCIsInZhbHVlIjowLjg2fSwiY29uc3RyYWludHMiOnsiY29udGVzdCI6ZmFsc2UsImN1cnJlbnRBY3Rpdml0eSI6ImlkbGUiLCJkZWFkIjpmYWxzZSwiZXhlY3V0aW9uT3duZXJBdmFpbGFibGUiOnRydWUsImluY2FwYWJsZSI6ZmFsc2UsIm93bk5lZWRBdmFpbGFibGUiOnRydWUsInJlcHJlc2VudGVkIjpmYWxzZX0sImludGVyZXN0cyI6eyJvd25Hcm91cCI6InNjZW5lLWdyb3VwIn0sIm93bmVycyI6eyJjb25zdHJhaW50cyI6IlNBTy5Db250cm9sbGVyIiwiaW50ZXJlc3RzIjoiU0FPLklkZW50aXR5K1NBTy5TdGFuZGluZyIsIm93bk5lZWQiOiJTQU8uTmVlZHMgdmlhIFpBTy5NaW5kIiwicmVsYXRpb25zaGlwIjoiU0FPLlN0YW5kaW5nIn0sInJlbGF0aW9uc2hpcCI6MC40OH0sImN1cnJlbnRXb3JrIjp7ImFjdGl2aXR5IjoiaWRsZSIsIm93bmVyIjoiWkFPLkRyaXZlciJ9LCJmZWFzaWJsZU9wdGlvbnMiOlsiYWNjZXB0IiwicXVhbGlmeSIsImNvdW50ZXItcHJvcG9zZSIsImRlY2xpbmUiLCJkZWZlciIsImNvbnRlc3QiXSwicHJvcG9zYWwiOnsiZGVzdGluYXRpb24iOnsibWF4WCI6MTIsIm1heFkiOjEyLCJtaW5YIjo4LCJtaW5ZIjo4LCJ6IjowfSwicHVycG9zZSI6ImNhcnJ5LWZvb2QtdG8tcmVxdWVzdGVyIiwicmVxdWlyZWRDYXBhYmlsaXRpZXMiOnsiYWNxdWlyZSI6dHJ1ZSwiY2FycnkiOnRydWUsImRlbGl2ZXIiOnRydWV9LCJzY29wZSI6eyJjYXRlZ29yeSI6ImZvb2QiLCJxdWFudGl0eSI6MX19LCJyZWNlcHRpb24iOnsiY2hhbm5lbCI6InNwb2tlbiIsImV2aWRlbmNlIjp7ImRpc3RhbmNlIjoxLCJraW5kIjoiaGVhZGxlc3MtbmF0aXZlLWRpc3RhbmNlIn19fSwicHJvY2VzcyI6eyJraW5kIjoiZm9vZC1kZWxpdmVyeSJ9LCJyb3V0ZSI6ImNvb3JkaW5hdGlvbi1yZXNwb25zZSIsInNjaGVtYSI6InNwZWFrZWFzeS1jb29yZGluYXRpb24tcmVzcG9uc2UtaW5wdXQiLCJzY2hlbWFWZXJzaW9uIjoxfQ==	256,262,263,277,97,293,111,114,291,98,111,100,121,79,119,110,274,269,90,65,79,272,101,120,101,99,117,116,111,114,269,90,65,79,46,68,114,105,308,287,268,100,101,99,105,115,105,270,84,105,109,101,291,99,97,112,310,105,311,276,101,115,291,97,118,295,108,310,105,311,116,121,269,97,118,295,108,310,108,101,272,111,119,110,274,269,90,65,79,46,68,114,105,308,272,118,97,108,117,101,115,291,97,99,113,117,105,278,267,116,114,117,101,268,99,97,114,114,121,267,116,114,117,101,268,100,101,311,308,267,116,114,117,101,268,101,120,101,99,117,299,267,116,114,117,101,125,125,268,99,111,109,112,101,276,110,103,80,114,105,111,114,105,276,101,115,291,99,111,109,112,101,276,110,103,80,278,115,115,117,278,291,97,118,295,108,310,108,101,267,116,114,117,101,268,111,119,110,274,269,83,65,79,46,78,101,319,115,32,118,105,97,32,90,65,79,46,77,105,110,100,272,118,97,108,117,101,306,46,56,54,125,268,298,115,116,114,295,110,116,115,291,298,299,115,116,267,280,108,115,101,268,99,117,114,278,110,116,65,99,276,118,105,116,121,269,105,100,108,101,272,100,101,97,100,267,280,108,115,101,268,101,120,101,99,117,279,79,119,110,274,65,118,295,108,310,108,101,267,116,114,117,101,268,105,110,99,97,112,310,108,101,267,280,108,115,101,268,111,119,110,78,101,319,65,118,295,108,310,108,101,267,116,114,117,101,268,278,112,278,115,101,110,299,100,267,280,108,115,101,125,268,105,110,116,274,101,115,116,115,291,111,119,110,71,114,290,112,269,115,302,110,101,45,103,114,290,112,287,268,111,119,110,274,115,291,298,115,116,114,295,110,116,115,269,83,65,79,46,67,270,116,114,111,108,108,274,272,105,110,116,274,101,115,116,115,269,83,65,79,46,73,100,101,110,276,116,121,43,83,65,79,46,83,116,97,110,100,105,110,103,272,111,119,110,78,101,319,269,83,65,79,46,78,101,319,115,32,118,105,97,32,90,65,79,46,77,105,110,100,272,278,108,97,279,115,104,105,112,269,83,65,79,46,83,116,97,110,100,105,110,103,287,268,278,108,97,279,115,104,105,112,306,46,52,56,125,268,99,117,114,278,110,116,87,111,114,107,291,97,99,276,118,105,116,121,269,105,100,108,101,272,111,119,110,274,269,90,65,79,46,68,114,105,308,287,268,102,101,97,115,105,98,108,101,79,112,279,115,267,91,34,97,99,302,112,116,272,113,117,97,311,102,121,272,99,290,110,116,274,45,112,114,111,112,111,115,101,272,100,101,99,311,110,101,272,100,101,102,274,272,298,299,115,116,34,93,268,112,114,111,112,111,275,108,291,100,101,115,276,110,97,279,291,109,97,120,88,267,49,50,268,109,97,120,89,267,49,50,268,109,105,110,88,267,56,268,109,105,110,89,267,56,268,122,306,125,268,112,117,114,112,111,115,101,269,99,97,114,114,121,45,102,111,111,100,45,116,111,45,278,113,117,101,115,116,274,272,278,113,117,105,278,100,67,97,112,310,105,311,276,101,115,291,97,99,113,117,105,278,267,116,114,117,101,268,99,97,114,114,121,267,116,114,117,101,268,100,101,311,308,267,116,114,117,101,125,268,115,99,111,112,101,291,99,97,299,103,111,114,121,269,102,111,111,100,272,113,117,97,110,276,116,121,267,49,125,125,268,278,302,112,279,291,99,305,110,110,101,108,269,115,112,111,107,101,110,272,101,118,105,100,101,110,302,291,100,105,115,116,97,110,302,267,49,268,107,105,110,100,269,104,101,97,100,108,101,115,115,45,110,97,276,118,101,45,100,105,115,116,97,110,302,287,125,125,268,112,114,111,302,115,115,291,107,105,110,100,269,102,111,111,100,45,100,101,311,308,121,287,268,114,290,299,269,99,111,111,114,100,105,110,97,279,45,278,115,112,270,115,101,312,99,104,101,109,97,269,115,112,101,97,107,101,97,115,121,45,99,111,111,114,100,105,110,97,279,45,278,115,112,270,115,101,45,105,110,112,117,116,312,99,104,101,109,97,86,274,115,105,270,267,49,125,257	0.479999989,0.479999989,0.860000014,1,1,0,0,1,1,1,1,1,1,1,1,1	accept,qualify,counter-propose,defer,contest	qualify	accept=0.0780211836,qualify=0.884391844,counter-propose=0.0174384732,defer=0.0158565361,contest=0.00429196516
coordination-response/train-crossed-occupied	eyJhY3RvciI6eyJib2R5T3duZXIiOiJaQU8iLCJleGVjdXRvciI6IlpBTy5Ecml2ZXIifSwiZGVjaXNpb25UaW1lIjp7ImNhcGFiaWxpdGllcyI6eyJhdmFpbGFiaWxpdHkiOiJhdmFpbGFibGUiLCJvd25lciI6IlpBTy5Ecml2ZXIiLCJ2YWx1ZXMiOnsiYWNxdWlyZSI6dHJ1ZSwiY2FycnkiOnRydWUsImRlbGl2ZXIiOnRydWUsImV4ZWN1dGUiOnRydWV9fSwiY29tcGV0aW5nUHJpb3JpdGllcyI6eyJjb21wZXRpbmdQcmVzc3VyZSI6eyJhdmFpbGFibGUiOnRydWUsIm93bmVyIjoiWkFPLk1haW50ZW5hbmNlLnByZWRhdG9yeVByZXNzdXJlIiwidmFsdWUiOjAuMTh9LCJjb25zdHJhaW50cyI6eyJjb250ZXN0IjpmYWxzZSwiY3VycmVudEFjdGl2aXR5IjoiZHJpdmluZyIsImRlYWQiOmZhbHNlLCJleGVjdXRpb25Pd25lckF2YWlsYWJsZSI6dHJ1ZSwiaW5jYXBhYmxlIjpmYWxzZSwib3duTmVlZEF2YWlsYWJsZSI6dHJ1ZSwicmVwcmVzZW50ZWQiOmZhbHNlfSwiaW50ZXJlc3RzIjp7Im93bkdyb3VwIjoic2NlbmUtZ3JvdXAifSwib3duZXJzIjp7ImNvbnN0cmFpbnRzIjoiU0FPLkNvbnRyb2xsZXIiLCJpbnRlcmVzdHMiOiJTQU8uSWRlbnRpdHkrU0FPLlN0YW5kaW5nIiwib3duTmVlZCI6IlpBTy5NYWludGVuYW5jZS5wcmVkYXRvcnlQcmVzc3VyZSIsInJlbGF0aW9uc2hpcCI6IlNBTy5TdGFuZGluZyJ9LCJyZWxhdGlvbnNoaXAiOjAuNDF9LCJjdXJyZW50V29yayI6eyJhY3Rpdml0eSI6ImRyaXZpbmciLCJvd25lciI6IlpBTy5Ecml2ZXIifSwiZmVhc2libGVPcHRpb25zIjpbImFjY2VwdCIsInF1YWxpZnkiLCJjb3VudGVyLXByb3Bvc2UiLCJkZWNsaW5lIiwiZGVmZXIiLCJjb250ZXN0Il0sInByb3Bvc2FsIjp7ImRlc3RpbmF0aW9uIjp7Im1heFgiOjEyLCJtYXhZIjoxMiwibWluWCI6OCwibWluWSI6OCwieiI6MH0sInB1cnBvc2UiOiJjYXJyeS1mb29kLXRvLXJlcXVlc3RlciIsInJlcXVpcmVkQ2FwYWJpbGl0aWVzIjp7ImFjcXVpcmUiOnRydWUsImNhcnJ5Ijp0cnVlLCJkZWxpdmVyIjp0cnVlfSwic2NvcGUiOnsiY2F0ZWdvcnkiOiJmb29kIiwicXVhbnRpdHkiOjF9fSwicmVjZXB0aW9uIjp7ImNoYW5uZWwiOiJzcG9rZW4iLCJldmlkZW5jZSI6eyJkaXN0YW5jZSI6MSwia2luZCI6ImhlYWRsZXNzLW5hdGl2ZS1kaXN0YW5jZSJ9fX0sInByb2Nlc3MiOnsia2luZCI6ImZvb2QtZGVsaXZlcnkifSwicm91dGUiOiJjb29yZGluYXRpb24tcmVzcG9uc2UiLCJzY2hlbWEiOiJzcGVha2Vhc3ktY29vcmRpbmF0aW9uLXJlc3BvbnNlLWlucHV0Iiwic2NoZW1hVmVyc2lvbiI6MX0=	256,262,263,277,97,293,111,114,291,98,111,100,121,79,119,110,274,269,90,65,79,272,101,120,101,99,117,116,111,114,269,90,65,79,46,68,114,105,308,287,268,100,101,99,105,115,105,270,84,105,109,101,291,99,97,112,310,105,311,276,101,115,291,97,118,295,108,310,105,311,116,121,269,97,118,295,108,310,108,101,272,111,119,110,274,269,90,65,79,46,68,114,105,308,272,118,97,108,117,101,115,291,97,99,113,117,105,278,267,116,114,117,101,268,99,97,114,114,121,267,116,114,117,101,268,100,101,311,308,267,116,114,117,101,268,101,120,101,99,117,299,267,116,114,117,101,125,125,268,99,111,109,112,101,276,110,103,80,114,105,111,114,105,276,101,115,291,99,111,109,112,101,276,110,103,80,278,115,115,117,278,291,97,118,295,108,310,108,101,267,116,114,117,101,268,111,119,110,274,269,90,65,79,46,77,295,110,299,110,97,110,302,46,112,278,100,97,116,111,114,121,80,278,115,115,117,278,272,118,97,108,117,101,306,46,49,56,125,268,298,115,116,114,295,110,116,115,291,298,299,115,116,267,280,108,115,101,268,99,117,114,278,110,116,65,99,276,118,105,116,121,269,100,114,105,118,105,110,103,272,100,101,97,100,267,280,108,115,101,268,101,120,101,99,117,279,79,119,110,274,65,118,295,108,310,108,101,267,116,114,117,101,268,105,110,99,97,112,310,108,101,267,280,108,115,101,268,111,119,110,78,101,319,65,118,295,108,310,108,101,267,116,114,117,101,268,278,112,278,115,101,110,299,100,267,280,108,115,101,125,268,105,110,116,274,101,115,116,115,291,111,119,110,71,114,290,112,269,115,302,110,101,45,103,114,290,112,287,268,111,119,110,274,115,291,298,115,116,114,295,110,116,115,269,83,65,79,46,67,270,116,114,111,108,108,274,272,105,110,116,274,101,115,116,115,269,83,65,79,46,73,100,101,110,276,116,121,43,83,65,79,46,83,116,97,110,100,105,110,103,272,111,119,110,78,101,319,269,90,65,79,46,77,295,110,299,110,97,110,302,46,112,278,100,97,116,111,114,121,80,278,115,115,117,278,272,278,108,97,279,115,104,105,112,269,83,65,79,46,83,116,97,110,100,105,110,103,287,268,278,108,97,279,115,104,105,112,306,46,52,49,125,268,99,117,114,278,110,116,87,111,114,107,291,97,99,276,118,105,116,121,269,100,114,105,118,105,110,103,272,111,119,110,274,269,90,65,79,46,68,114,105,308,287,268,102,101,97,115,105,98,108,101,79,112,279,115,267,91,34,97,99,302,112,116,272,113,117,97,311,102,121,272,99,290,110,116,274,45,112,114,111,112,111,115,101,272,100,101,99,311,110,101,272,100,101,102,274,272,298,299,115,116,34,93,268,112,114,111,112,111,275,108,291,100,101,115,276,110,97,279,291,109,97,120,88,267,49,50,268,109,97,120,89,267,49,50,268,109,105,110,88,267,56,268,109,105,110,89,267,56,268,122,306,125,268,112,117,114,112,111,115,101,269,99,97,114,114,121,45,102,111,111,100,45,116,111,45,278,113,117,101,115,116,274,272,278,113,117,105,278,100,67,97,112,310,105,311,276,101,115,291,97,99,113,117,105,278,267,116,114,117,101,268,99,97,114,114,121,267,116,114,117,101,268,100,101,311,308,267,116,114,117,101,125,268,115,99,111,112,101,291,99,97,299,103,111,114,121,269,102,111,111,100,272,113,117,97,110,276,116,121,267,49,125,125,268,278,302,112,279,291,99,305,110,110,101,108,269,115,112,111,107,101,110,272,101,118,105,100,101,110,302,291,100,105,115,116,97,110,302,267,49,268,107,105,110,100,269,104,101,97,100,108,101,115,115,45,110,97,276,118,101,45,100,105,115,116,97,110,302,287,125,125,268,112,114,111,302,115,115,291,107,105,110,100,269,102,111,111,100,45,100,101,311,308,121,287,268,114,290,299,269,99,111,111,114,100,105,110,97,279,45,278,115,112,270,115,101,312,99,104,101,109,97,269,115,112,101,97,107,101,97,115,121,45,99,111,111,114,100,105,110,97,279,45,278,115,112,270,115,101,45,105,110,112,117,116,312,99,104,101,109,97,86,274,115,105,270,267,49,125,257	0.409999996,0.409999996,0.180000007,1,0,0,0,1,1,1,1,1,1,1,1,1	accept,qualify,counter-propose,defer,contest	defer	accept=0.0215394273,qualify=0.00670328178,counter-propose=0.0119700339,defer=0.957666755,contest=0.0021205782
